,pubmed_id,gene
1280,36123820,EXOSC1
1281,36123820,PTBP1
1282,36123820,FUS
1283,36123820,PSEN1
1284,36123820,NOVA2
1285,36123820,CLP1
1286,36123820,NOVA1
1287,36123820,TDP-43
1288,36123820,RBFOX1
1289,36123820,hnRNPA1
1290,36123820,HTT
1291,36123820,LRRK2
1292,36123820,CFIm25
1293,36123820,RBP
1294,36123820,RNA binding protein
